ipca,spread_pf,spread_pj,spread_tot,selic,cdi,dolar_ptax,rendimento_medio_mensal_reais,tx_informalidade_p14m_ocupadas_pct,pessoas_14mais_mil,p14m_forca_trabalho_mil,p14m_ocupadas_mil,p14m_desocupadas_mil,p14m_fora_forca_trabalho_mil,tx_foca_trabalho_p14m_pct,tx_desocupacao_p14m_pct,insolacao_total_h,precipitacao_total_mm,temp_max_media_c,umidade_media_pct,selic_lag_3,selic_lag_6,selic_lag_12,ipca_lag_3,ipca_lag_6,ipca_lag_12,tx_desocupacao_p14m_pct_lag_3,tx_desocupacao_p14m_pct_lag_6,tx_desocupacao_p14m_pct_lag_12,rendimento_medio_mensal_reais_lag_3,rendimento_medio_mensal_reais_lag_6,rendimento_medio_mensal_reais_lag_12,dolar_ptax_lag_3,dolar_ptax_lag_6,dolar_ptax_lag_12,mes,trimestre,flag_safra,inad_anterior
0.51,23.75,9.71,18.45,0.017089,0.017089,4.149463636363636,2213.0,39.6,167036.0,104448.0,91523.0,12925.0,62588.0,62.5,12.4,174.58,235.66,31.66,78.45,0.0207899565217391,0.02462,0.02462,-0.11,0.4,0.05,11.1,11.9,12.8,2220.0,2220.0,2220.0,4.086986956521739,3.779339130434783,3.7416818181818186,1,1,0,3.51
-0.28,24.5,8.98,18.65,0.0162956666666666,0.0162956666666666,4.341011111111111,2213.0,39.6,167036.0,104448.0,91523.0,12925.0,62588.0,62.5,12.4,161.58,208.46,31.23,80.08,0.018985,0.022751,0.02462,0.97,0.6,0.29,11.1,11.9,12.8,2220.0,2220.0,2220.0,4.155345,4.019981818181818,3.723625,2,1,1,3.57
-0.22,23.84,8.76,18.06,0.0153556363636363,0.0153556363636363,4.883854545454546,2213.0,39.6,167036.0,104448.0,91523.0,12925.0,62588.0,62.5,12.4,167.46,239.06,31.01,80.57,0.0178112857142857,0.0220351904761904,0.02462,0.35,0.12,0.75,11.1,11.9,12.8,2220.0,2220.0,2220.0,4.109590476190476,4.1215,3.846484210526316,3,1,1,3.66
-2.06,22.52,8.85,17.08,0.014227,0.014227,5.32558,2213.0,36.6,167391.0,95589.0,82610.0,12979.0,71802.0,57.1,13.6,173.17,172.01,30.11,80.37,0.017089,0.0207899565217391,0.02462,0.51,-0.11,1.03,12.4,11.1,12.1,2213.0,2220.0,2220.0,4.149463636363636,4.086986956521739,3.896157142857143,4,2,1,3.94
-1.02,22.06,8.28,16.53,0.0117773,0.0117773,5.643445,2213.0,36.6,167391.0,95589.0,82610.0,12979.0,71802.0,57.1,13.6,184.26,131.66,29.28,79.45,0.0162956666666666,0.018985,0.02462,-0.28,0.97,1.16,12.4,11.1,12.1,2213.0,2220.0,2220.0,4.341011111111111,4.155345,4.001518181818182,5,2,1,4.07
0.89,20.9,7.28,15.45,0.0101008571428571,0.0101008571428571,5.1966,2213.0,36.6,167391.0,95589.0,82610.0,12979.0,71802.0,57.1,13.6,195.87,77.89,29.27,76.41,0.0153556363636363,0.0178112857142857,0.02462,-0.22,0.35,-0.19,12.4,11.1,12.1,2213.0,2220.0,2220.0,4.883854545454546,4.109590476190476,3.8588263157894738,6,2,0,3.98
1.23,20.75,6.88,15.26,0.008442,0.008442,5.280191304347826,2213.0,38.1,167744.0,96267.0,81954.0,14313.0,71476.0,57.4,14.9,226.88,57.36,29.51,70.95,0.014227,0.017089,0.02462,-2.06,0.51,0.4,13.6,12.4,11.9,2213.0,2213.0,2220.0,5.32558,4.149463636363636,3.779339130434783,7,3,0,3.62
0.78,20.01,6.93,14.81,0.0076079999999999,0.0076079999999999,5.461233333333333,2213.0,38.1,167744.0,96267.0,81954.0,14313.0,71476.0,57.4,14.9,235.6,36.21,30.53,66.05,0.0117773,0.0162956666666666,0.022751,-1.02,-0.28,0.6,13.6,12.4,11.9,2213.0,2213.0,2220.0,5.643445,4.341011111111111,4.019981818181818,8,3,0,3.46
0.13,19.4,6.09,14.14,0.0074689999999999,0.0074689999999999,5.399485714285714,2213.0,38.1,167744.0,96267.0,81954.0,14313.0,71476.0,57.4,14.9,226.94,40.27,32.63,62.68,0.0101008571428571,0.0153556363636363,0.0220351904761904,0.89,-0.22,0.12,13.6,12.4,11.9,2213.0,2213.0,2220.0,5.1966,4.883854545454546,4.1215,9,3,0,3.3
0.23,19.68,6.3,14.4,0.0074689999999999,0.0074689999999999,5.625790476190476,2213.0,39.1,168086.0,99804.0,85669.0,14135.0,68283.0,59.4,14.2,207.57,89.92,32.91,67.79,0.008442,0.014227,0.0207899565217391,1.23,-2.06,-0.11,14.9,13.6,11.1,2213.0,2213.0,2220.0,5.280191304347826,5.32558,4.086986956521739,10,4,0,3.14
0.41,19.16,6.23,14.13,0.007469,0.007469,5.417835,2213.0,39.1,168086.0,99804.0,85669.0,14135.0,68283.0,59.4,14.2,185.89,140.55,31.66,74.1,0.0076079999999999,0.0117773,0.018985,0.78,-1.02,0.97,14.9,13.6,11.1,2213.0,2213.0,2220.0,5.461233333333333,5.643445,4.155345,11,4,0,3.06
2.04,18.97,6.86,14.29,0.007469,0.007469,5.145586363636364,2213.0,39.1,168086.0,99804.0,85669.0,14135.0,68283.0,59.4,14.2,194.57,152.67,31.7,75.63,0.0074689999999999,0.0101008571428571,0.0178112857142857,0.13,0.89,0.35,14.9,13.6,11.1,2213.0,2213.0,2220.0,5.399485714285714,5.1966,4.109590476190476,12,4,0,2.97
-0.29,19.94,8.55,15.58,0.007469,0.007469,5.356245,2273.0,39.2,168426.0,100476.0,85497.0,14979.0,67950.0,59.7,14.9,181.03,164.37,31.67,75.75,0.0074689999999999,0.008442,0.017089,0.23,1.23,0.51,14.2,14.9,12.4,2213.0,2213.0,2213.0,5.625790476190476,5.280191304347826,4.149463636363636,1,1,0,2.84
1.69,20.18,7.65,15.38,0.007469,0.007469,5.416494444444444,2273.0,39.2,168426.0,100476.0,85497.0,14979.0,67950.0,59.7,14.9,144.88,224.21,30.73,80.06,0.007469,0.0076079999999999,0.0162956666666666,0.41,0.78,-0.28,14.2,14.9,12.4,2213.0,2213.0,2213.0,5.417835,5.461233333333333,4.341011111111111,2,1,1,2.88
2.81,19.99,6.77,14.89,0.0087342173913043,0.0087342173913043,5.646147826086957,2273.0,39.2,168426.0,100476.0,85497.0,14979.0,67950.0,59.7,14.9,186.53,192.13,31.15,78.93,0.007469,0.0074689999999999,0.0153556363636363,2.04,0.13,-0.22,14.2,14.9,12.4,2213.0,2213.0,2213.0,5.145586363636364,5.399485714285714,4.883854545454546,3,1,1,2.92
0.38,19.9,7.01,14.96,0.010379,0.010379,5.562135,2273.0,40.1,168751.0,102315.0,87743.0,14572.0,66436.0,60.6,14.2,186.65,139.93,30.31,78.05,0.007469,0.0074689999999999,0.014227,-0.29,0.23,-2.06,14.9,14.2,13.6,2273.0,2213.0,2213.0,5.356245,5.625790476190476,5.32558,4,2,1,2.87
2.11,19.03,6.91,14.42,0.0128561428571428,0.0128561428571428,5.291057142857143,2273.0,40.1,168751.0,102315.0,87743.0,14572.0,66436.0,60.6,14.2,190.69,91.42,29.41,76.26,0.007469,0.007469,0.0117773,1.69,0.41,-1.02,14.9,14.2,13.6,2273.0,2213.0,2213.0,5.416494444444444,5.417835,5.643445,5,2,1,2.91
0.81,19.01,6.68,14.34,0.0146347142857142,0.0146347142857142,5.031904761904762,2273.0,40.1,168751.0,102315.0,87743.0,14572.0,66436.0,60.6,14.2,184.19,65.11,28.65,75.12,0.0087342173913043,0.007469,0.0101008571428571,2.81,2.04,0.89,14.9,14.2,13.6,2273.0,2213.0,2213.0,5.646147826086957,5.145586363636364,5.1966,6,2,0,2.97
1.68,18.73,7.4,14.49,0.016137,0.016137,5.156704545454546,2273.0,40.7,169089.0,104483.0,91265.0,13218.0,64606.0,61.8,12.7,215.97,52.78,28.93,70.11,0.010379,0.007469,0.008442,0.38,-0.29,1.23,14.2,14.9,14.9,2273.0,2273.0,2213.0,5.562135,5.356245,5.280191304347826,7,3,0,2.87
0.95,18.59,7.16,14.35,0.0194127727272727,0.0194127727272727,5.251718181818182,2273.0,40.7,169089.0,104483.0,91265.0,13218.0,64606.0,61.8,12.7,222.15,47.69,30.33,66.89,0.0128561428571428,0.007469,0.0076079999999999,2.11,1.69,0.78,14.2,14.9,14.9,2273.0,2273.0,2213.0,5.291057142857143,5.416494444444444,5.461233333333333,8,3,0,2.9
1.93,18.67,7.07,14.34,0.0210034285714285,0.0210034285714285,5.279690476190477,2273.0,40.7,169089.0,104483.0,91265.0,13218.0,64606.0,61.8,12.7,209.76,53.46,32.54,66.2,0.0146347142857142,0.0087342173913043,0.0074689999999999,0.81,2.81,0.13,14.2,14.9,14.9,2273.0,2273.0,2213.0,5.031904761904762,5.646147826086957,5.399485714285714,9,3,0,2.92
1.35,19.35,7.76,15.07,0.0242439,0.0242439,5.53998,2273.0,40.8,169428.0,105781.0,93988.0,11793.0,63647.0,62.4,11.1,188.77,127.71,31.2,72.89,0.016137,0.010379,0.0074689999999999,1.68,0.38,0.23,12.7,14.2,14.2,2273.0,2273.0,2213.0,5.156704545454546,5.562135,5.625790476190476,10,4,0,2.97
2.3,19.47,7.97,15.25,0.0292559999999999,0.0292559999999999,5.55686,2273.0,40.8,169428.0,105781.0,93988.0,11793.0,63647.0,62.4,11.1,176.27,174.82,30.95,76.91,0.0194127727272727,0.0128561428571428,0.007469,0.95,2.11,0.41,12.7,14.2,14.2,2273.0,2273.0,2213.0,5.251718181818182,5.291057142857143,5.417835,11,4,0,2.95
0.05,20.19,8.05,15.7,0.0333160434782608,0.0333160434782608,5.651391304347826,2273.0,40.8,169428.0,105781.0,93988.0,11793.0,63647.0,62.4,11.1,159.47,234.06,30.75,79.96,0.0210034285714285,0.0146347142857142,0.007469,1.93,0.81,2.04,12.7,14.2,14.2,2273.0,2273.0,2213.0,5.279690476190477,5.031904761904762,5.145586363636364,12,4,0,2.97
-0.35,20.57,8.69,16.21,0.034749,0.034749,5.534104761904762,2533.0,40.2,169764.0,105248.0,93523.0,11725.0,64516.0,62.0,11.1,169.69,209.13,31.17,80.25,0.0242439,0.016137,0.007469,1.35,1.68,-0.29,11.1,12.7,14.9,2273.0,2273.0,2273.0,5.53998,5.156704545454546,5.356245,1,1,0,3.0
0.12,21.43,8.66,16.76,0.0395975789473684,0.0395975789473684,5.196578947368421,2533.0,40.2,169764.0,105248.0,93523.0,11725.0,64516.0,62.0,11.1,165.27,185.59,31.29,79.81,0.0292559999999999,0.0194127727272727,0.007469,2.3,0.95,1.69,11.1,12.7,14.9,2273.0,2273.0,2273.0,5.55686,5.251718181818182,5.416494444444444,2,1,1,3.21
2.65,21.96,8.23,16.94,0.0419535,0.0419535,4.968381818181818,2533.0,40.2,169764.0,105248.0,93523.0,11725.0,64516.0,62.0,11.1,175.84,212.76,31.04,80.15,0.0333160434782608,0.0210034285714285,0.0087342173913043,0.05,1.93,2.81,11.1,12.7,14.9,2273.0,2273.0,2273.0,5.651391304347826,5.279690476190477,5.646147826086957,3,1,1,3.33
0.55,22.3,8.43,17.24,0.043739,0.043739,4.758015789473684,2533.0,40.0,170087.0,106340.0,96445.0,9895.0,63747.0,62.5,9.3,188.73,147.81,30.58,78.91,0.034749,0.0242439,0.010379,-0.35,1.35,0.38,11.1,11.1,14.2,2533.0,2273.0,2273.0,5.534104761904762,5.53998,5.562135,4,2,1,3.39
-0.51,22.3,8.0,17.09,0.0467962727272727,0.0467962727272727,4.95505,2533.0,40.0,170087.0,106340.0,96445.0,9895.0,63747.0,62.5,9.3,177.52,116.85,28.75,78.11,0.0395975789473684,0.0292559999999999,0.0128561428571428,0.12,2.3,2.11,11.1,11.1,14.2,2533.0,2273.0,2273.0,5.196578947368421,5.55686,5.291057142857143,5,2,1,3.48
0.48,22.68,8.49,17.51,0.0481161428571428,0.0481161428571428,5.049209523809524,2533.0,40.0,170087.0,106340.0,96445.0,9895.0,63747.0,62.5,9.3,180.22,92.3,28.38,77.1,0.0419535,0.0333160434782608,0.0146347142857142,2.65,0.05,0.81,11.1,11.1,14.2,2533.0,2273.0,2273.0,4.968381818181818,5.651391304347826,5.031904761904762,6,2,0,3.59
-4.35,23.26,9.82,18.39,0.049037,0.049037,5.368071428571429,2533.0,39.5,170426.0,106708.0,97435.0,9273.0,63719.0,62.6,8.7,196.83,69.83,29.39,74.0,0.043739,0.034749,0.016137,0.55,-0.35,1.68,9.3,11.1,12.7,2533.0,2533.0,2273.0,4.758015789473684,5.534104761904762,5.156704545454546,7,3,0,3.52
-2.55,24.1,8.66,18.57,0.0505596086956521,0.0505596086956521,5.143286956521739,2533.0,39.5,170426.0,106708.0,97435.0,9273.0,63719.0,62.6,8.7,213.13,52.51,29.71,68.69,0.0467962727272727,0.0395975789473684,0.0194127727272727,-0.51,0.12,0.95,9.3,11.1,12.7,2533.0,2533.0,2273.0,4.95505,5.196578947368421,5.251718181818182,8,3,0,3.65
-1.21,24.08,9.13,18.74,0.050788,0.050788,5.236957142857143,2533.0,39.5,170426.0,106708.0,97435.0,9273.0,63719.0,62.6,8.7,200.06,48.74,30.99,68.89,0.0481161428571428,0.0419535,0.0210034285714285,0.48,2.65,1.93,9.3,11.1,12.7,2533.0,2533.0,2273.0,5.049209523809524,4.968381818181818,5.279690476190477,9,3,0,3.72
0.18,25.71,9.4,19.9,0.050788,0.050788,5.2503,2533.0,38.9,170772.0,105927.0,97517.0,8410.0,64845.0,62.0,7.9,202.58,77.98,31.88,70.11,0.049037,0.043739,0.0242439,-4.35,0.55,1.35,8.7,9.3,11.1,2533.0,2533.0,2273.0,5.368071428571429,4.758015789473684,5.53998,10,4,0,3.74
1.0,25.94,8.56,19.84,0.050788,0.050788,5.274649999999999,2533.0,38.9,170772.0,105927.0,97517.0,8410.0,64845.0,62.0,7.9,174.74,189.16,30.48,76.12,0.0505596086956521,0.0467962727272727,0.0292559999999999,-2.55,-0.51,2.3,8.7,9.3,11.1,2533.0,2533.0,2273.0,5.143286956521739,4.95505,5.55686,11,4,0,3.83
0.27,24.54,8.38,18.85,0.0507879999999999,0.0507879999999999,5.242431818181818,2533.0,38.9,170772.0,105927.0,97517.0,8410.0,64845.0,62.0,7.9,172.56,208.7,30.66,79.66,0.050788,0.0481161428571428,0.0333160434782608,-1.21,0.48,0.05,8.7,9.3,11.1,2533.0,2533.0,2273.0,5.236957142857143,5.049209523809524,5.651391304347826,12,4,0,3.85
0.72,25.09,10.01,19.79,0.0507879999999999,0.0507879999999999,5.200681818181819,2846.0,39.0,171116.0,105225.0,95978.0,9247.0,65891.0,61.5,8.8,173.46,220.1,30.9,81.3,0.050788,0.049037,0.034749,0.18,-4.35,-0.35,7.9,8.7,11.1,2533.0,2533.0,2533.0,5.2503,5.368071428571429,5.534104761904762,1,1,0,3.88
0.84,26.03,9.2,20.19,0.050788,0.050788,5.171688888888889,2846.0,39.0,171116.0,105225.0,95978.0,9247.0,65891.0,61.5,8.8,166.41,148.51,31.62,79.55,0.050788,0.0505596086956521,0.0395975789473684,1.0,-2.55,0.12,7.9,8.7,11.1,2533.0,2533.0,2533.0,5.274649999999999,5.143286956521739,5.196578947368421,2,1,1,4.04
2.33,26.11,9.21,20.3,0.050788,0.050788,5.211460869565218,2846.0,39.0,171116.0,105225.0,95978.0,9247.0,65891.0,61.5,8.8,172.21,191.67,31.31,79.94,0.0507879999999999,0.050788,0.0419535,0.27,-1.21,2.65,7.9,8.7,11.1,2533.0,2533.0,2533.0,5.242431818181818,5.236957142857143,4.968381818181818,3,1,1,4.08
0.86,27.55,9.21,21.29,0.050788,0.050788,5.019733333333333,2846.0,39.2,171445.0,105505.0,97038.0,8468.0,65940.0,61.5,8.0,175.61,140.24,30.25,80.71,0.0507879999999999,0.050788,0.043739,0.72,0.18,0.55,8.8,7.9,9.3,2846.0,2533.0,2533.0,5.200681818181819,5.2503,4.758015789473684,4,2,1,4.03
0.71,27.59,9.36,21.42,0.0507879999999999,0.0507879999999999,4.982836363636364,2846.0,39.2,171445.0,105505.0,97038.0,8468.0,65940.0,61.5,8.0,189.47,100.56,29.67,78.6,0.050788,0.050788,0.0467962727272727,0.84,1.0,-0.51,8.8,7.9,9.3,2846.0,2533.0,2533.0,5.171688888888889,5.274649999999999,4.95505,5,2,1,4.18
0.06,27.25,9.24,21.16,0.050788,0.050788,4.851566666666667,2846.0,39.2,171445.0,105505.0,97038.0,8468.0,65940.0,61.5,8.0,189.19,72.85,28.82,77.04,0.050788,0.0507879999999999,0.0481161428571428,2.33,0.27,0.48,8.8,7.9,9.3,2846.0,2533.0,2533.0,5.211460869565218,5.242431818181818,5.049209523809524,6,2,0,4.25
0.46,26.73,9.56,20.94,0.050788,0.050788,4.800833333333333,2846.0,39.1,171782.0,106087.0,97938.0,8150.0,65694.0,61.8,7.7,215.09,54.04,29.56,72.56,0.050788,0.0507879999999999,0.049037,0.86,0.72,-4.35,8.0,8.8,8.7,2846.0,2846.0,2533.0,5.019733333333333,5.200681818181819,5.368071428571429,7,3,0,4.18
1.26,26.34,9.26,20.59,0.0491892608695652,0.0491892608695652,4.903543478260869,2846.0,39.1,171782.0,106087.0,97938.0,8150.0,65694.0,61.8,7.7,223.29,43.31,31.32,69.77,0.0507879999999999,0.050788,0.0505596086956521,0.71,0.84,-2.55,8.0,8.8,8.7,2846.0,2846.0,2533.0,4.982836363636364,5.171688888888889,5.143286956521739,8,3,0,4.14
1.11,25.9,9.45,20.36,0.0484217,0.0484217,4.93699,2846.0,39.1,171782.0,106087.0,97938.0,8150.0,65694.0,61.8,7.7,216.76,65.5,32.63,67.69,0.050788,0.050788,0.050788,0.06,2.33,-1.21,8.0,8.8,8.7,2846.0,2846.0,2533.0,4.851566666666667,5.211460869565218,5.236957142857143,9,3,0,4.04
-0.03,25.25,9.37,19.91,0.047279,0.047279,5.064842857142857,2846.0,39.2,172115.0,106988.0,99062.0,7926.0,65127.0,62.2,7.4,218.58,88.76,33.07,69.56,0.050788,0.050788,0.050788,0.46,0.86,0.18,7.7,8.0,7.9,2846.0,2846.0,2533.0,4.800833333333333,5.019733333333333,5.2503,10,4,0,3.92
0.16,25.32,9.19,19.94,0.0456013,0.0456013,4.89834,2846.0,39.2,172115.0,106988.0,99062.0,7926.0,65127.0,62.2,7.4,215.31,107.8,33.48,68.63,0.0491892608695652,0.0507879999999999,0.050788,1.26,0.71,1.0,7.7,8.0,7.9,2846.0,2846.0,2533.0,4.903543478260869,4.982836363636364,5.274649999999999,11,4,0,3.89
0.31,24.98,8.5,19.45,0.0445373,0.0445373,4.897245,2846.0,39.2,172115.0,106988.0,99062.0,7926.0,65127.0,62.2,7.4,205.32,131.31,33.02,73.25,0.0484217,0.050788,0.0507879999999999,1.11,0.06,0.27,7.7,8.0,7.9,2846.0,2846.0,2533.0,4.93699,4.851566666666667,5.242431818181818,12,4,0,3.79
